1.546875165312753779e+02,9.801229660959229761e+01
1.453744950158385905e+02,1.005487777461492414e+02
9.582709330178309415e+01,9.671561696908611339e+01
9.547451088277612996e+01,1.003840064016768707e+02
1.016441707286888771e+02,8.964772356382086116e+01
1.068799754398622781e+02,9.747334425576912054e+01
1.444102240405018449e+02,1.064249072077888627e+02
1.478886846021058545e+02,1.037437419757067261e+02
9.754960036966639336e+01,1.046437363102282205e+02
1.023944918885496946e+02,1.005485519266871535e+02
9.649633501688188630e+01,1.029639563805064739e+02
2.992057672903497405e+02,2.006264630794709092e+02
2.972888517843636009e+02,2.027910984198815640e+02
3.049839431146073139e+02,2.007688803174613952e+02
1.082761218680209936e+02,9.504395270579334465e+01
1.123376941421193180e+02,9.330249676710316464e+01
9.192491692858773433e+01,1.025378661012234716e+02
1.474172398584347832e+02,1.011992219387565228e+02
1.005683405718959733e+02,1.020675768309138789e+02
9.353690414623413574e+01,1.077970519911886669e+02
1.063967226832432686e+02,1.072385493223570450e+02
1.052640787872398391e+02,9.889707698845388961e+01
9.916238358354139848e+01,1.069949162661158653e+02
1.552378741909117537e+02,9.873354074733057928e+01
1.506643953711284780e+02,9.577164069051933382e+01
1.494358180258508924e+02,1.091640363729574261e+02
3.018168000622485465e+02,1.905011719883359831e+02
1.075369809668767545e+02,1.078338158257502499e+02
3.037149494215764776e+02,1.975354431487404270e+02
9.943902998629650369e+01,9.710168122414566483e+01
1.542944561322722450e+02,1.041959843839457136e+02
3.003458299294956078e+02,2.026098297869325791e+02
2.968758623205185359e+02,2.019776149563253114e+02
1.541467258882616989e+02,9.843578704047649808e+01
3.037990516264029566e+02,2.047712548649835753e+02
9.993157342051540581e+01,1.005008484700776421e+02
1.054025289597006463e+02,1.000790638080377875e+02
1.018486648676113333e+02,9.469167978653813122e+01
9.506916504068266249e+01,9.566666809211926648e+01
1.502541963517632269e+02,1.003820409533488203e+02
2.948664241128845447e+02,1.964906581415019673e+02
2.999393069602141964e+02,2.036732400214836787e+02
1.477695115974373152e+02,1.019666367922603598e+02
9.880905189567658908e+01,1.011355454079224074e+02
1.512421117418930976e+02,9.595442364669824542e+01
2.974063145706184059e+02,2.030456114114037973e+02
3.023893450493735600e+02,2.009880627340244530e+02
3.080936530644487448e+02,2.036455328551951425e+02
