-1.058031345823281981e+02,8.354366760959322846e+00
-1.081015062674727574e+02,1.704725844024978443e+01
-8.867947590205810116e+01,1.290050327990338275e+01
-1.037800897922849543e+02,1.046768886733216419e+02
-1.061114609861478328e+02,1.261804634512789818e+02
-9.758391790576366986e+01,1.118495018585436043e+02
-7.725181256272072972e+00,9.378223296085215566e+01
-1.496111847876104051e+01,2.001314527506701495e+02
-1.154695090823938841e+01,1.869260443387674115e+02
-2.083908144942372331e+01,1.009487593865084420e+02
-9.835221777789182340e+01,1.285268885627941415e+02
-1.040559503436207649e+02,1.405667214050158975e+01
-1.037205732408381920e+02,9.755189830715956134e+00
-9.777362356606506921e+01,1.256662984418643987e+02
-1.056242645142526300e+02,1.394087988483735430e+01
-1.037570626500773017e+02,1.155655222018960728e+02
-1.066405221351072328e+02,1.157378774402309745e+02
-9.181937453765343093e+01,1.277290948116525442e+02
-8.502644949018090870e+01,1.184714912418158406e+02
-9.412502921712236059e+01,1.875873968140616341e+02
-9.328390940574921331e+01,1.239499485795505791e+02
-1.524593034397515723e+01,8.594022164986326118e+01
-4.422508462742218427e+00,1.031958081610535345e+02
-2.478269154504796568e+00,9.537037996087488523e+01
-1.015176715898543165e+02,1.232750036704809702e+02
-1.000870031395633504e+02,1.282708158622081669e+02
-9.934732981749553460e+01,1.202948804330684851e+02
-1.002869871845993117e+02,7.296216995754260637e+00
-1.119423200878252089e+02,1.712059558404729032e+01
-9.819891422466929498e+01,1.254444504575502179e+02
-1.036962118247642337e+02,1.276235579295935025e+02
-1.064937467973377920e+02,2.036797160992813929e+02
-1.006482343630798653e+02,2.196680948216528293e+02
-1.058333944180748745e+02,1.202304003889031634e+02
-3.820736326061940247e+00,9.389805052554930853e+01
-3.232562084419501502e+01,9.699152445901358988e+01
-9.365893924955191352e+00,1.087282076283092636e+02
-2.713074170131225316e+01,1.953844716531695553e+02
-1.471681606581019608e+01,8.271017817267308203e+01
-2.269364967527296528e+01,2.055646815612720957e+02
-6.397763493602637297e+00,9.796835767042939835e+01
-2.178868682240430132e+01,4.229056633208748650e+01
-9.194168069783854591e+00,4.988849989854806921e+01
-1.608881571125710863e+01,9.971238396814737825e+01
-9.655436883960963712e+01,1.093546439088410409e+02
-1.065395711030693207e+02,8.177451812193298863e+00
-2.095507909788774725e+01,4.583824599192463012e+01
-3.267154022573173222e+00,5.755923371400708533e+01
-1.660487323262674053e+01,9.506090303280443266e+01
-1.722107979397580024e+01,2.042255783604288695e+02
-1.246749831476487103e+01,1.049985580730357242e+02
-1.799141658098772467e+01,1.868886022261531821e+02
-5.955734698509786540e+00,1.001535326413503668e+02
